 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/2 - 20180630_SMPD3MO0;8mM_Pax7_Emb5_8ss_10x.czi #1,80452.846,2192.896,176424751.312,855948841
2,A:ExptArea:c:1/2 - 20180630_SMPD3MO0;8mM_Pax7_Emb5_8ss_10x.czi #1,47922.588,3085.190,147850275.594,717315859
