 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/3 - 20181119_SMPD3MO0;8mM_Pax7_Emb4_7ss_10x.czi #1,47452.026,3871.724,183721140.225,891348271
2,A:ExptArea:c:1/3 - 20181119_SMPD3MO0;8mM_Pax7_Emb4_7ss_10x.czi #1,35071.668,3590.345,125919388.088,610915155
