 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/3 - 20181119_SMPD3MO0;6mM_Pax7_Emb1_7ss_10x.czi #1,84674.720,3890.289,329409095.323,1598173336
2,A:ExptArea:c:1/3 - 20181119_SMPD3MO0;6mM_Pax7_Emb1_7ss_10x.czi #1,51361.015,4661.412,239414836.851,1161553867
