 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/3 - 20181119_SMPD3MO0;8mM_Pax7_Emb5_8ss_10x.czi #1,93746.916,3207.334,300677645.370,1458778772
2,A:ExptArea:c:1/3 - 20181119_SMPD3MO0;8mM_Pax7_Emb5_8ss_10x.czi #1,35418.973,4217.284,149371883.473,724698148
