 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:4/5 - 20181102_SMPD3gRNA1RNP_Sox9Cad6b_Emb4_7ss_10x.czi #1,30040.995,4907.715,147432653.454,178822427
2,A:ExptArea:c:4/5 - 20181102_SMPD3gRNA1RNP_Sox9Cad6b_Emb4_7ss_10x.czi #1,25846.946,4457.652,115216686.378,139747383
