 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/3 - SMPD3_gRNA1_Emb2snai2_10x.czi #1,116946.527,3931.277,459749181.872,2230535767.000
2,A:ExptArea:c:1/3 - SMPD3_gRNA1_Emb2snai2_10x.czi #1,81341.425,5264.568,428227441.545,2077603751.000
