 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/3 - 20181119_SMPD3MO0;6mM_Pax7_Emb6_7ss_10x.czi #1,47346.082,3874.994,183465773.838,890109326
2,A:ExptArea:c:1/3 - 20181119_SMPD3MO0;6mM_Pax7_Emb6_7ss_10x.czi #1,27928.306,4820.909,134639823.995,653223544
