 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,Ceramide:background,17.778,24.301,9,46,432.019,8384
2,Ceramide:background,4.431,24.965,9,43,110.633,2147
3,Ceramide:background,20.457,24.285,12,45,496.791,9641
4,Ceramide:Cntl,3054.845,58.802,9,243,179630.249,3486003
5,Ceramide:Expt,2516.728,61.014,9,177,153556.265,2979997
