 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/3 - 20181119_SMPD3MO1;0mM_Pax7_Emb5_6ss_10x.czi #1,41534.435,3400.148,141223222.831,685163805
2,A:ExptArea:c:1/3 - 20181119_SMPD3MO1;0mM_Pax7_Emb5_6ss_10x.czi #1,22358.227,3240.318,72447770.965,351490282
