 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,A:CntlArea:c:1/5 - 20190702_NC11m3Dyn1K44A_1;5ugul_Emb2_8ss_5x.czi #1,45072.622,613.542,246,1274,27653962.074,33541746
2,A:ExptArea:c:1/5 - 20190702_NC11m3Dyn1K44A_1;5ugul_Emb2_8ss_5x.czi #1,31290.882,633.305,253,1376,19816674.896,24035828
