 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/4 - 20180715_SMPD3MONC11m3bCat_Pax7GFP_Emb3_7ss_10x.czi ,49913.257,2135.909,106610162.745,517233804
2,A:ExptArea:c:1/4 - 20180715_SMPD3MONC11m3bCat_Pax7GFP_Emb3_7ss_10x.czi ,24796.991,2528.328,62694932.786,304173052
