 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:4/5 - 20190603_SMPD3MO0;8mMNC11m3bCat_Cad6bRFPGFPSnai2_Emb,66671.106,580.237,38685046.353,46921450.000
2,A:ExptArea:c:4/5 - 20190603_SMPD3MO0;8mMNC11m3bCat_Cad6bRFPGFPSnai2_Emb,20264.501,572.663,11604738.910,14075495.000
