 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/3 - 20181119_SMPD3MO0;6mM_Pax7_Emb5_9ss_10x.czi #1,131576.416,2737.457,360184818.811,1747485973
2,A:ExptArea:c:1/3 - 20181119_SMPD3MO0;6mM_Pax7_Emb5_9ss_10x.czi #1,90281.281,2985.021,269491477.938,1307474810
