 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:4/4 - Emb5_9ss_b.czi #1,80357.839,4269.132,343058183.132,1664393495
2,A:ExptArea:c:4/4 - Emb5_9ss_b.czi #1,88925.670,3166.856,281614762.891,1366292374
