 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/4 - SMPD3MO_NC11m3bCat_Emb1_10x.czi #1,74016.874,4020.734,297602155.143,1443857610
2,A:ExptArea:c:1/4 - SMPD3MO_NC11m3bCat_Emb1_10x.czi #1,36791.706,4593.383,168998405.023,819918905
