 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/3 - 20181119_SMPD3MO1;0mM_Pax7_Emb7_9ss_10x.czi #1,102416.567,2160.322,221252723.311,1073437886.000
2,A:ExptArea:c:1/3 - 20181119_SMPD3MO1;0mM_Pax7_Emb7_9ss_10x.czi #1,59620.084,2908.999,173434734.298,841442364.000
