 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,A:CntlArea:c:1/5 - 20190702_NC11m3Dyn1K44A_0;5ugul_Emb3_7ss_5x.czi #1,48683.775,1074.658,392,2023,52318415.211,63457489.000
2,A:ExptArea:c:1/5 - 20190702_NC11m3Dyn1K44A_0;5ugul_Emb3_7ss_5x.czi #1,31752.582,1327.190,584,2052,42141696.593,51114053.000
