 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,A:CntlArea:c:1/5 - 20190702_NC11m3Dyn1K44A_1;5ugul_Emb3_8ss_5x.czi #1,79409.075,504.805,204,1317,40086110.794,48620814
2,A:ExptArea:c:1/5 - 20190702_NC11m3Dyn1K44A_1;5ugul_Emb3_8ss_5x.czi #1,52549.686,606.241,233,1361,31857754.782,38640565
