 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/3 - 20181119_SMPD3MO1;0mM_Pax7_Emb4_6ss_10x.czi #1,43721.326,4004.150,175066730.693,849360218
2,A:ExptArea:c:1/3 - 20181119_SMPD3MO1;0mM_Pax7_Emb4_6ss_10x.czi #1,30974.288,4534.205,140443775.802,681382211
