 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/3 - SMPD3MO_0;8mM_Emb13_8ss_10x.czi #1,97302.020,3545.852,345018552.508,1673904494.000
2,A:ExptArea:c:1/3 - SMPD3MO_0;8mM_Emb13_8ss_10x.czi #1,40681.740,4757.762,193554048.594,939053826.000
