 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,A:CntlArea:c:1/5 - 20190702_NC11m3Dyn1K44A_0;5ugul_Emb1_10ss_5x.czi #1,148455.461,587.113,222,1889,87160192.123,105717402
2,A:ExptArea:c:1/5 - 20190702_NC11m3Dyn1K44A_0;5ugul_Emb1_10ss_5x.czi #1,125462.809,624.571,234,1956,78360485.857,95044157
