 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,A:CntlArea:c:1/5 - 20190702_NC11m3Dyn1K44A_1;5ugul_Emb1_7ss_5x.czi #1,39235.417,620.951,239,1105,24363285.507,29550454
2,A:ExptArea:c:1/5 - 20190702_NC11m3Dyn1K44A_1;5ugul_Emb1_7ss_5x.czi #1,28382.173,747.242,249,1752,21208348.692,25723802
