 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,A:CntlArea:c:1/5 - 20190702_NC11m3Dyn1K44A_1;0ugul_Emb1_8ss_5x.czi #1,47720.801,482.517,0,1181,23026098.888,27928568
2,A:ExptArea:c:1/5 - 20190702_NC11m3Dyn1K44A_1;0ugul_Emb1_8ss_5x.czi #1,32872.204,552.963,0,944,18177114.456,22047190
