 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/3 - 20181119_SMPD3MO0;8mM_Pax7_Emb1_7ss_10x.czi #1,59571.234,4340.461,258566612.242,1254471328
2,A:ExptArea:c:1/3 - 20181119_SMPD3MO0;8mM_Pax7_Emb1_7ss_10x.czi #1,35117.220,4437.170,155821084.098,755987328
