 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/4 - 20180715_SMPD3MONC11m3bCat_Pax7GFP_Emb2_7ss_10x.czi ,50204.911,5463.531,274296105.382,1330785118
2,A:ExptArea:c:1/4 - 20180715_SMPD3MONC11m3bCat_Pax7GFP_Emb2_7ss_10x.czi ,35216.774,1900.955,66945487.855,324795202
