 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/3 - 20181119_SMPD3MO0;6mM_Pax7_Emb2_7ss_10x.czi #1,44774.579,4881.880,218584133.688,1060490858.000
2,A:ExptArea:c:1/3 - 20181119_SMPD3MO0;6mM_Pax7_Emb2_7ss_10x.czi #1,22611.131,5979.663,135206944.131,655975005.000
