 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,A:CntlArea:c:1/5 - 20190702_NC11m3Dyn1K44A_0;5ugul_Emb2_8ss_5x.czi #1,128727.687,523.888,193,1864,67438930.796,81797302
2,A:ExptArea:c:1/5 - 20190702_NC11m3Dyn1K44A_0;5ugul_Emb2_8ss_5x.czi #1,107630.477,530.878,201,1733,57138615.955,69303955
