Embryo,Cntl Area,Expt Area,Expt/Cntl Area,Cntl Length,Length,Expt/Cntl Length
Emb2,107754.765,70477.45,0.6540541385803217,194.274,133.252,0.6858972379216982
Emb5,127544.787,133634.27800000002,1.0477439426826596,190.92149999999998,184.25125000000003,0.9650628661517956
Emb9,151524.941,114966.97,0.7587329798069349,230.859,178.7625,0.7743362831858406
