Embryo,Cntl Area,Expt Area,ID
Emb2,0.8356872453782289,0.5465847013984194,20171016_Emb2
Emb5,0.989167873090187,1.0363946473265333,20171016_Emb5
Emb9,1.1751448815315837,0.891621177669326,20171016_Emb9
