 ,Label,Area,Mean,IntDen,RawIntDen
1,TCFLefRFP:background,20.715,12.806,265.271,5148
2,TCFLefRFP:background,26.125,12.730,332.568,6454
3,TCFLefRFP:background,34.937,12.625,441.088,8560
4,TCFLefRFP:Cntl,2531.517,103.400,261759.024,5079839
5,TCFLefRFP:Expt,3703.441,73.581,272501.841,5288320
6,pCIG:background,20.715,19.169,397.082,7706
7,pCIG:background,26.125,19.582,511.580,9928
8,pCIG:background,34.937,19.603,684.872,13291
9,pCIG:Cntl,2531.517,207.271,524709.810,10182806
10,pCIG:Expt,3703.441,172.699,639580.731,12412054
