 ,Label,Area,Mean,IntDen,RawIntDen
1,TCFLefRFP:background,43.903,12.628,554.401,10759.000
2,TCFLefRFP:background,19.014,12.691,241.310,4683.000
3,TCFLefRFP:background,40.502,12.604,510.498,9907.000
4,TCFLefRFP:Cntl,2332.254,49.138,114602.196,2224033.000
5,TCFLefRFP:Expt,2971.317,43.424,129026.658,2503962.000
6,pCIG:background,43.903,18.623,817.611,15867.000
7,pCIG:background,19.014,19.249,366.010,7103.000
8,pCIG:background,40.502,18.938,767.009,14885.000
9,pCIG:Cntl,2332.254,60.729,141634.516,2748637.000
10,pCIG:Expt,2971.317,65.131,193526.022,3755672.000
