 ,Label,Area,Mean,IntDen,RawIntDen
1,TCFLefRFP:background,18.550,11.264,208.950,4055.000
2,TCFLefRFP:background,21.642,11.519,249.297,4838.000
3,TCFLefRFP:background,89.042,11.363,1011.772,19635.000
4,TCFLefRFP:Cntl,3577.040,47.831,171094.882,3320361.000
5,TCFLefRFP:Expt,3955.263,80.228,317324.084,6158165.000
6,pCIG:background,18.550,18.872,350.088,6794.000
7,pCIG:background,21.642,19.348,418.725,8126.000
8,pCIG:background,89.042,19.340,1722.048,33419.000
9,pCIG:Cntl,3577.040,165.015,590264.437,11454995.000
10,pCIG:Expt,3955.263,146.469,579323.955,11242678.000
