 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:3/5 - 20190108_pCAGdnBMPR1AFLAG_NC11m3eGFPFLAGSnai2_Emb1_7,52868.754,1832.036,96857461.015,117479309
2,A:ExptArea:c:3/5 - 20190108_pCAGdnBMPR1AFLAG_NC11m3eGFPFLAGSnai2_Emb1_7,29637.007,1688.915,50054385.126,60711426
