 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:3/5 - 20190108_pCAGdnBMPR1AFLAG_NC11m3eGFPFLAGSnai2_Emb3_7,50345.894,2092.969,105372379.277,127807132.000
2,A:ExptArea:c:3/5 - 20190108_pCAGdnBMPR1AFLAG_NC11m3eGFPFLAGSnai2_Emb3_7,35172.459,1353.089,47591454.749,57724115.000
