 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:2/3 - 20181125_pCAGdnBMPR1AFLAG_NC11m3eGFP_Emb2_8ss_5x.czi,75929.012,810.071,61507883.535,74603480
2,A:ExptArea:c:2/3 - 20181125_pCAGdnBMPR1AFLAG_NC11m3eGFP_Emb2_8ss_5x.czi,49886.668,777.699,38796832.129,47057036
