 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:3/5 - 20190108_pCAGdnBMPR1AFLAG_NC11m3eGFPFLAGSnai2_Emb4_8,47461.919,1189.509,56456382.713,68476468
2,A:ExptArea:c:3/5 - 20190108_pCAGdnBMPR1AFLAG_NC11m3eGFPFLAGSnai2_Emb4_8,33891.242,835.720,28323594.208,34353949
