 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:2/3 - 20181125_pCAGdnBMPR1AFLAG_NC11m3eGFP_Emb3_8ss_5x.czi,39952.701,714.758,28556530.847,34636480
2,A:ExptArea:c:2/3 - 20181125_pCAGdnBMPR1AFLAG_NC11m3eGFP_Emb3_8ss_5x.czi,31338.701,648.254,20315427.797,24640770
