 ,Label,Area,Mean,IntDen,RawIntDen
1,Background1a:background,23.446,10.666,250.070,4853
2,Background1b:background,25.043,10.399,260.428,5054
3,Background1c:background,19.787,10.318,204.158,3962
4,CntlSide1:Cntl,5026.552,107.216,538927.622,10458723
5,ExptSide1:Expt,4655.697,104.904,488402.038,9478196
