Embryo,CntlSide,ExptSide,ID
Emb2,1.355532786885246,1.319672131147541,20171016_Emb2
Emb3,0.9969262295081968,0.7961065573770492,20171016_Emb3
Emb5,1.4559426229508199,0.9825819672131147,20171016_Emb5
Emb6,0.8606557377049181,0.9682377049180328,20171016_Emb6
Emb7,0.8032786885245903,0.7243852459016393,20171016_Emb7
Emb8,1.0256147540983607,0.7387295081967213,20171016_Emb8
Emb9,0.5020491803278688,0.6885245901639344,20171016_Emb9
