Embryo,Cntl Pax7,Expt Pax7,Expt/Cntl Pax7,ID
Emb2,63.0,61.333333333333336,0.9735449735449736,20171016_Emb2
Emb3,46.333333333333336,37.0,0.7985611510791366,20171016_Emb3
Emb5,67.66666666666667,45.666666666666664,0.6748768472906403,20171016_Emb5
Emb6,40.0,45.0,1.125,20171016_Emb6
Emb7,37.333333333333336,33.666666666666664,0.9017857142857142,20171016_Emb7
Emb8,47.666666666666664,34.333333333333336,0.7202797202797203,20171016_Emb8
Emb9,23.333333333333332,32.0,1.3714285714285714,20171016_Emb9
