Embryo,Cntl Pax7,Expt Pax7,Expt/Cntl Pax7,ID
Emb5,28.666666666666668,19.666666666666668,0.686046511627907,20180418_Emb5
Emb6,14.333333333333334,16.333333333333332,1.13953488372093,20180418_Emb6
Emb7,20.333333333333332,20.333333333333332,1.0,20180418_Emb7
