Embryo,Cntl CTCF,Expt CTCF,Expt/Cntl CTCF
Emb1,1.0471949323806802,0.6580333924889226,0.6283771742410532
Emb2,2.0278787602966992,1.554113235986472,0.7663738416783307
Emb3,1.3747577326462235,1.0449788052752587,0.7601185143100198
Emb4,1.100498519456318,0.8793335299373779,0.7990319972186762
Emb5,0.5882478011565003,0.3554005380100838,0.6041680688161745
Emb9,0.7451317828093916,0.8011114956521738,1.0751272649137582
