Emb1,sec1,0.8358682590401345
Emb1,sec2,0.8009140956351619
Emb1,sec3,1.5048024424667443
Emb2,sec1,1.6033030545648412
Emb2,sec2,2.509863239242655
Emb2,sec3,1.9704699870826006
Emb3,sec1,1.1154537685121753
Emb3,sec2,1.116045625683564
Emb3,sec3,1.8927738037429311
Emb4,sec1,0.7118805340826574
Emb4,sec2,1.6572264112385193
Emb4,sec3,0.9323886130477771
Emb5,sec1,0.6752484761250507
Emb5,sec2,0.5580891346411299
Emb5,sec3,0.5314057927033206
Emb9,sec1,0.6326960144290085
Emb9,sec2,0.8930966818702385
Emb9,sec3,0.7096026521289279
