Emb1,TCFLef,sec1,903740.3359999999
Emb1,TCFLef,sec2,758971.672
Emb1,TCFLef,sec3,514636.25200000004
Emb1,pCIG,sec1,1519355.135
Emb1,pCIG,sec2,1124126.52
Emb1,pCIG,sec3,731529.387
Emb2,TCFLef,sec1,1619135.427
Emb2,TCFLef,sec2,1639407.76
Emb2,TCFLef,sec3,877118.2390000001
Emb2,pCIG,sec1,1232420.175
Emb2,pCIG,sec2,841661.546
Emb2,pCIG,sec3,628446.344
Emb3,TCFLef,sec1,674736.958
Emb3,TCFLef,sec2,885722.5
Emb3,TCFLef,sec3,779400.91
Emb3,pCIG,sec1,765853.06
Emb3,pCIG,sec2,930388.9709999999
Emb3,pCIG,sec3,600024.185
Emb4,TCFLef,sec1,752817.2540000001
Emb4,TCFLef,sec2,669132.767
Emb4,TCFLef,sec3,513775.25399999996
Emb4,pCIG,sec1,1132915.1509999998
Emb4,pCIG,sec2,792918.4609999999
Emb4,pCIG,sec3,455786.06299999997
Emb5,TCFLef,sec1,462113.927
Emb5,TCFLef,sec2,368445.232
Emb5,TCFLef,sec3,367750.776
Emb5,pCIG,sec1,1331255.013
Emb5,pCIG,sec2,1133225.923
Emb5,pCIG,sec3,933098.829
Emb9,TCFLef,sec1,446796.417
Emb9,TCFLef,sec2,473204.153
Emb9,TCFLef,sec3,622143.7289999999
Emb9,pCIG,sec1,1088824.311
Emb9,pCIG,sec2,649490.376
Emb9,pCIG,sec3,492968.359
