Embryo,Cntl Area,Expt Area,ID
Emb1,1.1998874007568527,0.5503596170151358,20180514_Emb1
Emb12,0.7465647458167396,0.3172729997629618,20180514_Emb12
Emb13,0.8439949750516176,0.3181807255796294,20180514_Emb13
Emb3,1.9134764339898591,1.1440253147382615,20180514_Emb3
Emb6,0.6224678259870366,0.422851657806509,20180514_Emb6
Emb7,1.0492999631877924,0.4980904054902447,20180514_Emb7
Emb8,0.6243086552101023,0.3842406842223349,20180514_Emb8
