Embryo,Cntl Pax7,Expt Pax7,Expt/Cntl Pax7,ID
Emb1,41.666666666666664,43.666666666666664,1.048,20180616_Emb1
Emb2,20.666666666666668,20.333333333333332,0.9838709677419354,20180616_Emb2
Emb3,57.666666666666664,51.333333333333336,0.8901734104046244,20180616_Emb3
Emb4,32.333333333333336,30.0,0.9278350515463917,20180616_Emb4
Emb5,54.333333333333336,45.333333333333336,0.8343558282208589,20180616_Emb5
Emb9,23.333333333333332,20.0,0.8571428571428572,20180616_Emb9
