Embryo,Cntl CTCF,Expt CTCF,Expt/Cntl CTCF,ID
Emb1,1.1427107878845564,0.6819217153700641,0.596757922126973,20180616_Emb1
Emb2,2.153694276350626,1.6656621522423922,0.7733976779029238,20180616_Emb2
Emb3,1.5694377765045064,1.2340461092379662,0.786298206728824,20180616_Emb3
Emb4,1.1780738744504562,0.9773639946755823,0.8296287829415618,20180616_Emb4
Emb5,0.6197034519965621,0.33709910268559695,0.5439684119872662,20180616_Emb5
Emb9,0.7937218063639503,0.864478513143735,1.0891454741604267,20180616_Emb9
