 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:2/3 - 20181125_pCAGdnBMPR1AFLAG_NC11m3eGFP_Emb1_8ss_5x.czi,70461.991,1441.780,101590692.350,123220289
2,A:ExptArea:c:2/3 - 20181125_pCAGdnBMPR1AFLAG_NC11m3eGFP_Emb1_8ss_5x.czi,54508.613,1051.546,57318316.129,69521915
