 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:2/3 - 20181125_pCAGdnBMPR1AFLAG_NC11m3eGFP_Emb5_8ss_5x.czi,53938.908,1015.246,54761263.293,66420442
2,A:ExptArea:c:2/3 - 20181125_pCAGdnBMPR1AFLAG_NC11m3eGFP_Emb5_8ss_5x.czi,45332.329,826.307,37458437.670,45433685
