 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:2/3 - 20181125_pCAGdnBMPR1AFLAG_NC11m3eGFP_Emb6_8ss_5x.czi,57826.256,1017.988,58866407.235,71399609
2,A:ExptArea:c:2/3 - 20181125_pCAGdnBMPR1AFLAG_NC11m3eGFP_Emb6_8ss_5x.czi,41191.046,892.658,36769503.184,44598070
