 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:2/3 - 20181125_pCAGdnBMPR1AFLAG_NC11m3eGFP_Emb8_8ss_5x.czi,50171.932,621.244,31169027.237,37805201
2,A:ExptArea:c:2/3 - 20181125_pCAGdnBMPR1AFLAG_NC11m3eGFP_Emb8_8ss_5x.czi,38214.731,489.861,18719916.820,22705560
