,Embryo,ExptDate,Cntl CTCF,Expt CTCF,Expt/Cntl CTCF,Norm Cntl CTCF,Norm Expt CTCF
0,Emb1,20190322,1653304.1058185555,1175170.7854864446,0.7123695217750524,0.8129750687955096,0.5778637740116794
1,Emb2,20190322,2269651.6838479997,933601.3754376667,0.4113207933884276,1.1160501128161313,0.45907745571601244
2,Emb3,20190322,2816091.837817222,1789687.6483217778,0.6404870535218693,1.3847497550672534,0.8800386050553662
3,Emb5,20190322,1971209.4407233335,735659.3392887778,0.3747082649528926,0.969297859385032,0.3617439162362969
4,Emb6,20190322,2059034.3486384444,1323694.623327222,0.6195445588180618,1.0124837804161158,0.6508970271569604
5,Emb7,20190322,1665833.4567387777,1137398.3318875555,0.7060376751018459,0.8191360950038656,0.5592900204263229
6,Emb8,20190322,1800402.3706600002,1338031.1650712222,0.7428517466539709,0.8853073285160924,0.6579466987628069
