,Embryo,ExptDate,Cntl CTCF,Expt CTCF,Expt/Cntl CTCF,Norm Cntl CTCF,Norm Expt CTCF
0,Emb1,20190322,180947.19490833333,158255.93009366666,0.8910533933491847,0.6251857305905583,0.5467857588288082
1,Emb2,20190322,401101.5594466667,280915.6732348889,0.7875491829418603,1.3858350863671107,0.9705841004866792
2,Emb3,20190322,211349.98897922222,220235.65619711112,1.0687983274660529,0.7302295972989202,0.7609302243753149
3,Emb4,20190322,657780.2751017777,475220.3043525556,0.7308138129664105,2.272678734068755,1.6419207455447393
4,Emb5,20190322,171584.958188,142456.70537500002,0.839083840674807,0.5928385211909954,0.4921982873097948
5,Emb6,20190322,206975.86355222223,249409.91300811115,1.1909008901442046,0.7151166755310029,0.8617294054185002
6,Emb7,20190322,310938.6016733333,249898.2485861111,0.8684166713425429,1.0743155037823515,0.8634166403892325
7,Emb8,20190322,174757.57729833332,168267.72323155554,1.0306409299589692,0.6038001511703059,0.5813772329359558
