,Embryo,ExptDate,Cntl CTCF,Expt CTCF,Expt/Cntl CTCF,Norm Cntl CTCF,Norm Expt CTCF
0,Emb1,20190322,1653304.1058185555,1175170.7854864446,0.7123695217750524,0.8055443139643672,0.572581983468162
1,Emb2,20190322,2269651.6838479997,933601.3754376667,0.4113207933884276,1.1058491914276163,0.4548813958946646
2,Emb3,20190322,2816091.837817222,1789687.6483217778,0.6404870535218693,1.372092865173158,0.871994876081247
3,Emb4,20190322,2183721.9730414446,1356924.0243709998,0.6187017620147524,1.063981400924216,0.6611381587131104
4,Emb5,20190322,1971209.4407233335,735659.3392887778,0.3747082649528926,0.9604382829627037,0.35843750444535255
5,Emb6,20190322,2059034.3486384444,1323694.623327222,0.6195445588180618,1.0032294760326772,0.6449476980634019
6,Emb7,20190322,1665833.4567387777,1137398.3318875555,0.7060376751018459,0.8116490271601602,0.5541779977077788
7,Emb8,20190322,1800402.3706600002,1338031.1650712222,0.7428517466539709,0.8772154423551018,0.6519329342599058
