 ,Label,Area,Mean,IntDen,RawIntDen
1,Background2a:background,19.529,17.359,339.009,6579
2,Background2b:background,27.723,16.903,468.605,9094
3,Background2c:background,14.016,16.301,228.480,4434
4,CntlSide2:Cntl,2383.062,76.468,182228.781,3536431
5,ExptSide2:Expt,2925.199,70.468,206132.161,4000313
