 ,Label,Area,Mean,IntDen,RawIntDen
1,Background2a:background,21.797,14.217,309.895,6014
2,Background2b:background,19.787,14.331,283.564,5503
3,Background2c:background,65.081,13.949,907.838,17618
4,CntlSide2:Cntl,6591.591,115.059,758421.615,14718343
5,ExptSide2:Expt,5724.100,120.797,691455.598,13418764
