Embryo,Cntl Area,Expt Area,Expt/Cntl Area,Cntl Length,Expt Length,Expt/Cntl Length,ID
Emb3,122618.821,85467.442,0.6970173200409422,234.4815,199.09974999999997,0.8491064327036459,20180702_Emb3_Cece
