 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,74.666,17.046,1272.766,24700.000
2,H2BRFP:background,37.410,16.789,628.087,12189.000
3,H2BRFP:background,35.246,16.519,582.226,11299.000
4,H2BRFP:Cntl,5646.548,128.852,727569.435,14119611.000
5,H2BRFP:Expt,2232.958,41.756,93238.994,1809447.000
6,TCFLefd2eGFP:background,74.666,10.017,747.943,14515.000
7,TCFLefd2eGFP:background,37.410,10.402,389.147,7552.000
8,TCFLefd2eGFP:background,35.246,10.219,360.188,6990.000
9,TCFLefd2eGFP:Cntl,5646.548,39.122,220904.462,4286993.000
10,TCFLefd2eGFP:Expt,2232.958,15.118,33758.503,655136.000
