 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,39.265,15.686,615.926,11953.000
2,H2BRFP:background,39.883,15.756,628.396,12195.000
3,H2BRFP:background,85.641,16.363,1401.331,27195.000
4,H2BRFP:Cntl,1591.370,125.557,199807.459,3877573.000
5,H2BRFP:Expt,1350.060,59.731,80640.463,1564953.000
6,TCFLefd2eGFP:background,39.265,10.151,398.577,7735.000
7,TCFLefd2eGFP:background,39.883,10.227,407.904,7916.000
8,TCFLefd2eGFP:background,85.641,10.424,892.688,17324.000
9,TCFLefd2eGFP:Cntl,1591.370,96.140,152994.960,2969104.000
10,TCFLefd2eGFP:Expt,1350.060,30.409,41054.288,796722.000
