 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,53.796,16.778,902.582,17516.000
2,H2BRFP:background,15.613,17.300,270.115,5242.000
3,H2BRFP:background,9.275,16.644,154.381,2996.000
4,H2BRFP:Cntl,2638.182,173.686,458214.418,8892360.000
5,H2BRFP:Expt,2205.080,153.797,339135.537,6581450.000
6,TCFLefd2eGFP:background,53.796,10.611,570.838,11078.000
7,TCFLefd2eGFP:background,15.613,10.337,161.389,3132.000
8,TCFLefd2eGFP:background,9.275,10.306,95.586,1855.000
9,TCFLefd2eGFP:Cntl,2638.182,47.316,124827.920,2422479.000
10,TCFLefd2eGFP:Expt,2205.080,37.101,81810.223,1587654.000
