 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,14.067,19.209,270.218,5244.000
2,H2BRFP:background,26.434,19.864,525.081,10190.000
3,H2BRFP:background,9.430,20.902,197.098,3825.000
4,H2BRFP:Cntl,3104.571,181.490,563449.570,10934611.000
5,H2BRFP:Expt,3706.790,124.880,462904.485,8983378.000
6,TCFLefd2eGFP:background,14.067,10.480,147.424,2861.000
7,TCFLefd2eGFP:background,26.434,10.238,270.630,5252.000
8,TCFLefd2eGFP:background,9.430,10.596,99.915,1939.000
9,TCFLefd2eGFP:Cntl,3104.571,69.995,217305.522,4217150.000
10,TCFLefd2eGFP:Expt,3706.790,30.601,113431.612,2201316.000
