 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,55.033,12.356,679.977,13196
2,H2BRFP:background,28.289,12.381,350.243,6797
3,H2BRFP:background,28.753,12.622,362.919,7043
4,H2BRFP:Cntl,2150.666,112.616,242200.007,4700266
5,H2BRFP:Expt,931.696,125.076,116532.627,2261496
6,TCFLefd2eGFP:background,55.033,10.647,585.936,11371
7,TCFLefd2eGFP:background,28.289,10.638,300.929,5840
8,TCFLefd2eGFP:background,28.753,10.120,290.984,5647
9,TCFLefd2eGFP:Cntl,2150.666,43.906,94427.562,1832513
10,TCFLefd2eGFP:Expt,931.696,49.223,45860.707,889998
