 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/5 - 20181102_SMPD3gRNA1RNP_Pax7Laminin_Emb6_7ss_10x.czi ,34125.389,8497.542,289981913.472,351721741
2,A:ExptArea:c:1/5 - 20181102_SMPD3gRNA1RNP_Pax7Laminin_Emb6_7ss_10x.czi ,26955.850,8030.203,216460962.040,262547500
