 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/5 - 20181102_SMPD3gRNA1RNP_Pax7Laminin_Emb7_7ss_10x.czi ,31746.811,4220.227,133978750.622,162504064
2,A:ExptArea:c:1/5 - 20181102_SMPD3gRNA1RNP_Pax7Laminin_Emb7_7ss_10x.czi ,25588.065,4007.040,102532392.658,124362486
